age,job,marital,education,default,balance
42,blue-collar,single,secondary,no,382
45,admin.,married,unknown,no,2033
34,unemployed,married,secondary,no,0
56,admin.,divorced,unknown,no,789
33,blue-collar,single,secondary,no,142
34,admin.,married,secondary,no,645
37,blue-collar,married,unknown,no,897
37,blue-collar,married,secondary,no,103
35,admin.,single,secondary,no,847
38,unknown,single,tertiary,no,0
32,blue-collar,married,secondary,no,517
52,technician,single,tertiary,no,1308
49,services,married,secondary,no,66
46,management,divorced,secondary,no,361
42,entrepreneur,married,primary,yes,66
36,blue-collar,married,unknown,no,70
32,services,married,secondary,no,180
49,technician,married,tertiary,no,279
46,services,married,secondary,no,4
40,entrepreneur,married,secondary,no,1416
36,admin.,married,secondary,no,465
36,admin.,married,secondary,no,998
34,technician,married,secondary,no,550
46,management,married,tertiary,no,1285
32,services,married,tertiary,no,4908
32,unemployed,single,tertiary,no,336
32,management,single,tertiary,no,131
43,management,married,tertiary,no,348
25,self-employed,single,tertiary,no,453
55,admin.,married,secondary,no,1102
24,admin.,single,secondary,no,926
40,management,divorced,tertiary,no,502
38,management,single,tertiary,no,8669
48,blue-collar,single,primary,no,316
36,management,married,tertiary,no,9324
57,management,married,tertiary,no,0
45,admin.,married,secondary,no,72
33,self-employed,single,tertiary,no,61
38,technician,single,secondary,no,173
26,services,single,secondary,yes,-162
30,management,single,tertiary,no,47
55,services,divorced,tertiary,no,1983
34,blue-collar,married,secondary,no,326
60,admin.,married,secondary,no,2552
36,management,single,tertiary,no,1283
65,housemaid,married,primary,no,2179
39,self-employed,married,tertiary,no,1047
52,blue-collar,married,primary,no,36
55,technician,married,secondary,yes,-308
26,management,single,tertiary,no,1177
40,self-employed,married,primary,no,2077
52,entrepreneur,married,secondary,no,0
29,self-employed,married,tertiary,no,1
41,blue-collar,married,primary,no,7735
30,technician,single,tertiary,no,1922
28,student,single,secondary,no,153
26,blue-collar,married,secondary,no,2770
58,management,married,secondary,no,139
29,management,single,tertiary,no,21
48,technician,married,secondary,no,178
35,blue-collar,married,secondary,no,444
26,services,single,secondary,no,209
49,blue-collar,married,unknown,no,3096
34,admin.,married,secondary,no,5320
32,services,married,secondary,no,4885
31,admin.,married,secondary,no,0
48,unemployed,married,primary,no,5462
40,blue-collar,married,secondary,no,6767
42,technician,divorced,secondary,no,2974
48,technician,married,secondary,no,427
38,services,married,secondary,no,8876
53,management,married,tertiary,no,146
59,retired,divorced,secondary,no,319
28,unemployed,single,secondary,no,304
41,blue-collar,married,primary,no,389
50,management,single,primary,no,766
31,admin.,married,secondary,no,0
30,technician,single,secondary,no,3107
59,admin.,divorced,secondary,no,174
33,technician,divorced,secondary,yes,-305
35,self-employed,married,secondary,no,670
30,management,single,tertiary,no,6164
71,retired,married,secondary,no,2850
30,services,single,primary,no,79
24,services,married,secondary,yes,110
34,technician,single,secondary,no,5039
34,blue-collar,married,secondary,no,360
52,admin.,married,secondary,no,199
33,self-employed,single,secondary,no,238
38,blue-collar,married,secondary,no,5092
41,admin.,divorced,secondary,no,1088
42,management,divorced,tertiary,no,221
38,blue-collar,divorced,secondary,no,889
48,blue-collar,married,primary,no,750
34,technician,single,secondary,no,0
46,blue-collar,married,primary,no,1291
33,technician,married,secondary,no,1844
40,management,married,tertiary,no,89
36,admin.,married,secondary,no,4280
32,technician,single,secondary,no,0
33,blue-collar,married,secondary,no,625
55,technician,married,unknown,no,574
58,management,married,primary,no,320
25,technician,single,tertiary,no,468
47,services,married,secondary,no,440
40,unemployed,married,secondary,no,0
59,retired,married,secondary,no,5706
40,management,married,tertiary,no,7780
30,management,married,secondary,no,-559
25,entrepreneur,single,tertiary,no,16874
58,retired,married,primary,no,1987
39,entrepreneur,married,unknown,no,98
40,self-employed,married,tertiary,no,642
38,blue-collar,married,secondary,no,526
66,management,single,tertiary,no,6483
47,management,married,tertiary,no,2306
37,blue-collar,married,secondary,no,954
36,management,single,tertiary,no,-679
50,blue-collar,married,primary,no,-1
76,retired,married,primary,no,2590
58,management,single,tertiary,no,331
42,admin.,married,secondary,no,4209
58,services,divorced,secondary,no,462
28,self-employed,single,tertiary,no,0
41,technician,married,secondary,no,0
30,management,married,tertiary,no,151
32,management,divorced,tertiary,no,883
27,services,single,secondary,no,266
48,management,married,tertiary,no,0
36,technician,married,tertiary,no,491
54,management,married,tertiary,no,3
36,blue-collar,married,secondary,no,198
52,housemaid,married,secondary,no,14363
34,technician,divorced,secondary,no,0
43,technician,married,secondary,no,136
32,management,single,tertiary,no,28
33,management,single,tertiary,no,335
51,housemaid,married,unknown,no,174
39,unemployed,married,secondary,no,270
44,management,single,tertiary,no,1206
49,housemaid,divorced,primary,no,198
25,technician,married,tertiary,no,914
39,self-employed,married,secondary,no,31
54,technician,married,secondary,no,0
32,management,single,tertiary,no,347
36,management,married,tertiary,no,860
54,technician,married,secondary,no,89
31,technician,married,secondary,no,0
45,services,married,secondary,no,0
31,admin.,single,secondary,no,68
45,technician,married,secondary,no,-149
33,services,divorced,secondary,no,2411
46,management,divorced,tertiary,no,225
43,unknown,single,tertiary,no,2731
50,management,married,tertiary,no,112
44,management,divorced,tertiary,no,0
42,services,married,secondary,no,3620
26,blue-collar,single,secondary,no,179
47,admin.,single,secondary,no,1544
48,blue-collar,married,primary,no,199
60,blue-collar,married,unknown,no,231
27,admin.,divorced,secondary,no,76
30,unemployed,single,tertiary,no,302
28,admin.,single,secondary,no,189
58,retired,married,primary,no,565
37,entrepreneur,married,tertiary,no,310
36,services,married,secondary,no,1746
39,technician,married,secondary,no,6
52,unemployed,married,primary,no,-110
55,retired,married,secondary,no,2749
30,management,single,tertiary,no,6495
36,blue-collar,single,secondary,no,35
39,admin.,married,secondary,no,-650
47,blue-collar,married,primary,no,292
42,housemaid,single,primary,no,5774
42,management,married,secondary,no,2416
58,retired,married,secondary,no,35
68,retired,married,secondary,no,19317
43,technician,married,secondary,no,50
44,blue-collar,married,secondary,no,-674
49,technician,married,tertiary,no,3726
57,retired,married,tertiary,no,1180
61,self-employed,divorced,tertiary,no,6610
36,admin.,single,secondary,no,319
31,blue-collar,married,secondary,no,1545
51,technician,married,tertiary,no,1315
31,technician,single,tertiary,no,424
56,blue-collar,married,primary,no,151
30,technician,single,tertiary,no,-970
38,services,married,secondary,no,-762
35,services,married,secondary,no,181
31,blue-collar,married,unknown,no,-120
39,admin.,divorced,secondary,no,1022
50,management,married,tertiary,no,78
39,technician,married,tertiary,no,209
26,admin.,married,secondary,no,2469
55,technician,married,secondary,no,0
43,blue-collar,divorced,primary,no,328
34,housemaid,married,tertiary,no,0
51,self-employed,married,primary,no,307
31,management,married,tertiary,no,1384
32,management,married,tertiary,no,0
53,technician,married,secondary,no,719
44,management,divorced,tertiary,no,0
38,entrepreneur,married,tertiary,no,6704
47,self-employed,married,tertiary,no,4543
36,management,married,tertiary,no,0
30,management,single,tertiary,no,149
46,blue-collar,married,secondary,no,-1400
33,entrepreneur,married,secondary,no,-118
43,blue-collar,married,secondary,no,2160
38,management,married,tertiary,no,3452
27,technician,single,secondary,no,842
38,management,married,unknown,no,3576
41,unemployed,married,tertiary,no,1666
29,technician,married,secondary,no,0
39,services,married,secondary,no,0
42,blue-collar,single,primary,no,1628
47,services,married,secondary,no,51
30,blue-collar,single,secondary,yes,447
34,admin.,married,secondary,no,396
45,housemaid,married,primary,no,4994
43,admin.,married,secondary,no,3215
59,blue-collar,married,primary,no,2814
50,technician,married,secondary,no,0
39,blue-collar,married,secondary,no,293
36,technician,married,secondary,no,474
44,blue-collar,married,secondary,no,16178
36,technician,married,tertiary,no,0
27,management,single,tertiary,no,88
29,services,married,secondary,no,308
70,retired,married,secondary,no,1164
44,management,married,tertiary,no,13893
55,management,married,tertiary,no,0
36,technician,divorced,secondary,no,-435
28,technician,single,secondary,no,389
50,management,divorced,tertiary,no,356
49,technician,married,secondary,no,2718
71,retired,divorced,tertiary,no,261
31,admin.,single,secondary,no,757
45,management,single,tertiary,no,16
42,blue-collar,married,secondary,no,-422
45,admin.,married,secondary,no,248
47,technician,married,primary,no,145
60,retired,divorced,secondary,no,598
35,management,married,tertiary,no,949
31,technician,single,tertiary,no,614
33,blue-collar,married,primary,no,1209
50,self-employed,married,tertiary,no,202
51,blue-collar,married,secondary,no,1840
34,technician,married,secondary,no,114
56,services,married,secondary,no,-229
29,services,married,secondary,no,182
31,blue-collar,married,secondary,no,401
44,technician,divorced,unknown,no,759
55,retired,married,secondary,no,4194
35,student,single,unknown,no,0
36,technician,married,tertiary,no,629
54,retired,married,secondary,no,153
32,management,married,tertiary,no,553
36,management,divorced,tertiary,no,1057
60,retired,married,secondary,no,78
32,technician,single,secondary,no,-28
57,management,married,tertiary,no,929
34,blue-collar,married,primary,no,428
27,student,single,secondary,no,268
52,management,single,tertiary,no,83
45,admin.,divorced,unknown,no,998
58,admin.,single,secondary,no,2223
39,blue-collar,single,primary,no,6
48,blue-collar,single,secondary,no,312
36,management,single,secondary,no,0
31,technician,single,secondary,no,691
41,management,married,tertiary,no,771
30,self-employed,single,secondary,no,192
57,retired,married,tertiary,no,0
29,admin.,single,secondary,no,1070
29,services,divorced,secondary,no,84
30,management,single,tertiary,no,2
44,management,married,tertiary,no,1242
33,student,single,unknown,no,5969
56,admin.,divorced,secondary,no,3337
26,services,single,secondary,no,1347
52,technician,married,secondary,no,64
32,management,single,secondary,no,249
36,technician,single,secondary,no,0
26,blue-collar,married,secondary,no,128
37,blue-collar,married,secondary,no,196
34,technician,married,secondary,no,351
26,services,single,secondary,no,5533
32,services,married,secondary,no,38
30,management,single,tertiary,yes,35
27,technician,single,secondary,no,235
42,admin.,single,secondary,no,30
33,blue-collar,single,primary,no,92
37,blue-collar,married,secondary,no,67
45,blue-collar,married,secondary,no,4022
36,entrepreneur,married,tertiary,no,3057
39,management,single,tertiary,no,0
33,management,single,tertiary,no,349
47,services,married,secondary,no,2322
49,entrepreneur,married,secondary,no,167
46,management,divorced,secondary,no,558
31,services,married,secondary,no,-230
43,unemployed,divorced,secondary,no,4094
30,blue-collar,single,secondary,yes,239
43,management,divorced,tertiary,no,497
42,blue-collar,married,secondary,no,179
30,admin.,single,tertiary,no,305
33,management,single,tertiary,no,-67
41,admin.,married,secondary,no,4539
29,blue-collar,single,secondary,no,770
38,unemployed,married,secondary,no,-673
29,technician,married,tertiary,no,858
80,housemaid,married,primary,no,0
38,management,single,tertiary,no,5244
36,blue-collar,divorced,primary,no,117
38,self-employed,married,tertiary,no,846
44,management,married,secondary,yes,0
31,management,married,tertiary,no,1331
31,services,single,secondary,no,31
57,admin.,divorced,primary,no,179
37,blue-collar,married,primary,no,543
50,blue-collar,married,secondary,no,253
60,retired,married,primary,no,71188
51,management,married,tertiary,no,5108
48,blue-collar,married,secondary,no,1738
42,blue-collar,married,primary,no,-97
36,blue-collar,married,secondary,no,199
43,management,married,tertiary,no,489
31,admin.,married,primary,no,355
49,technician,single,secondary,no,-97
35,management,divorced,tertiary,no,473
44,entrepreneur,married,secondary,no,6649
34,self-employed,married,tertiary,no,263
46,blue-collar,married,secondary,no,781
49,blue-collar,married,primary,no,1032
32,blue-collar,married,secondary,no,119
35,management,divorced,tertiary,no,434
51,admin.,married,secondary,no,2967
57,retired,divorced,secondary,no,-331
59,management,married,tertiary,no,1585
40,services,divorced,unknown,no,4384
49,management,single,tertiary,no,588
51,management,married,secondary,no,3180
35,admin.,married,secondary,yes,0
29,self-employed,married,secondary,no,-76
32,services,single,secondary,no,152
37,housemaid,divorced,secondary,no,1040
49,unemployed,married,primary,no,-384
45,technician,married,unknown,no,473
34,technician,single,secondary,no,475
53,technician,married,secondary,no,0
42,entrepreneur,married,primary,no,149
43,technician,married,secondary,no,3285
52,retired,married,secondary,no,424
34,blue-collar,single,secondary,no,79
34,technician,divorced,tertiary,no,674
27,services,married,secondary,no,0
43,unemployed,married,tertiary,no,58
41,technician,married,tertiary,no,532
72,retired,married,secondary,no,4130
35,blue-collar,married,primary,no,422
41,management,married,tertiary,no,437
36,blue-collar,divorced,primary,no,-308
51,housemaid,married,primary,no,30
37,self-employed,married,tertiary,no,137
42,admin.,single,secondary,no,-247
26,admin.,single,secondary,no,321
23,services,single,secondary,no,250
50,management,married,tertiary,no,-470
37,blue-collar,married,secondary,no,140
35,management,married,tertiary,no,2793
37,management,married,tertiary,no,410
79,retired,divorced,unknown,no,2628
39,technician,married,secondary,no,116
47,services,married,secondary,no,0
44,blue-collar,married,secondary,no,878
36,management,single,tertiary,no,2944
33,blue-collar,single,secondary,no,3975
42,services,married,secondary,no,96
35,technician,single,tertiary,no,2288
31,blue-collar,married,secondary,no,472
58,services,married,primary,no,65
46,management,married,tertiary,no,0
41,admin.,single,secondary,no,400
58,technician,married,secondary,no,7495
33,blue-collar,married,secondary,no,137
31,unemployed,married,secondary,no,24
55,technician,divorced,secondary,no,3450
38,technician,single,secondary,no,311
55,housemaid,married,secondary,no,139
47,management,single,tertiary,no,0
51,housemaid,married,primary,no,492
46,management,single,tertiary,no,334
61,management,married,tertiary,no,997
47,management,single,tertiary,no,440
34,technician,married,secondary,no,47
34,blue-collar,married,secondary,no,1298
41,management,divorced,tertiary,no,3355
36,blue-collar,divorced,secondary,no,-11
26,blue-collar,single,secondary,no,396
35,management,married,tertiary,no,8
36,blue-collar,married,secondary,no,1409
26,management,single,tertiary,no,170
58,management,married,primary,no,2769
50,blue-collar,married,secondary,no,2320
61,retired,married,secondary,no,76
28,technician,single,secondary,no,2034
49,blue-collar,single,primary,no,3018
74,retired,married,secondary,no,921
53,blue-collar,married,secondary,no,483
46,self-employed,married,secondary,no,390
47,management,married,tertiary,no,0
42,blue-collar,single,primary,no,92
56,services,married,secondary,no,22196
42,technician,married,secondary,no,2
49,housemaid,married,primary,no,249
43,unemployed,single,unknown,no,3274
39,services,married,secondary,no,5731
66,retired,married,primary,no,206
30,technician,single,tertiary,no,2325
38,management,single,tertiary,no,0
31,blue-collar,married,secondary,no,1664
32,technician,married,secondary,no,3333
48,technician,married,secondary,no,7020
34,admin.,married,tertiary,no,37
28,student,single,secondary,no,28
40,admin.,single,secondary,no,1670
36,entrepreneur,married,secondary,no,134
52,retired,married,secondary,no,603
46,admin.,married,primary,no,276
25,technician,single,secondary,no,2157
52,blue-collar,married,secondary,no,161
40,blue-collar,married,primary,no,3658
26,management,divorced,tertiary,yes,-402
26,blue-collar,single,primary,no,3342
35,self-employed,single,secondary,no,1732
40,admin.,single,secondary,no,263
31,management,married,tertiary,no,623
32,admin.,married,secondary,no,3540
33,admin.,married,secondary,no,95
53,services,divorced,secondary,no,765
46,technician,divorced,secondary,no,-824
28,management,single,tertiary,no,5549
31,blue-collar,married,secondary,no,191
44,blue-collar,married,primary,no,420
35,admin.,married,secondary,no,0
50,technician,divorced,unknown,no,2706
32,technician,married,secondary,yes,4
51,admin.,married,secondary,no,423
51,management,married,tertiary,no,-892
31,blue-collar,married,unknown,no,-120
41,admin.,divorced,secondary,no,-365
57,technician,married,tertiary,no,27069
34,management,single,tertiary,no,8038
47,technician,married,secondary,no,-938
47,admin.,divorced,secondary,no,1139
36,self-employed,married,secondary,no,189
29,housemaid,single,tertiary,no,19
39,technician,married,secondary,no,3663
53,blue-collar,single,unknown,no,0
47,blue-collar,married,secondary,yes,-614
51,technician,divorced,secondary,no,2323
48,blue-collar,married,secondary,no,425
32,technician,married,secondary,no,5122
36,management,divorced,tertiary,no,608
50,unknown,married,primary,no,341
39,admin.,married,secondary,no,607
31,blue-collar,married,secondary,no,1495
49,admin.,married,secondary,no,381
33,unemployed,divorced,secondary,no,385
26,management,single,tertiary,no,1274
27,blue-collar,married,secondary,no,362
51,blue-collar,married,primary,no,377
26,admin.,single,secondary,no,802
45,admin.,married,secondary,no,194
54,technician,married,secondary,no,-315
49,technician,married,tertiary,no,1843
47,technician,married,secondary,no,-9
42,housemaid,married,primary,no,83
50,entrepreneur,married,tertiary,no,433
37,admin.,married,secondary,no,-107
54,blue-collar,married,primary,no,4503
40,services,married,secondary,no,51
50,services,married,secondary,no,961
57,retired,married,secondary,no,49
33,technician,married,secondary,no,3470
49,technician,married,secondary,no,-147
35,services,married,secondary,no,0
28,blue-collar,single,secondary,no,0
58,management,married,tertiary,no,172
31,admin.,single,secondary,no,-407
36,management,divorced,tertiary,no,649
49,blue-collar,single,primary,no,1040
30,unemployed,married,secondary,no,142
29,services,single,secondary,no,209
50,management,married,unknown,no,3304
26,student,single,tertiary,no,294
27,housemaid,married,secondary,no,4848
32,blue-collar,single,secondary,no,1670
62,unknown,married,secondary,no,367
34,blue-collar,single,secondary,no,13683
25,admin.,single,tertiary,no,1420
34,management,single,tertiary,no,340
44,technician,single,secondary,no,1679
38,management,married,tertiary,no,1198
57,admin.,married,secondary,no,169
36,self-employed,married,tertiary,no,506
41,entrepreneur,married,secondary,no,1249
36,management,single,tertiary,no,678
27,management,single,tertiary,no,212
37,technician,divorced,secondary,no,23
47,management,single,tertiary,no,4402
31,services,divorced,primary,no,459
39,self-employed,married,secondary,no,4722
35,admin.,divorced,tertiary,no,1555
40,blue-collar,married,secondary,no,61
38,management,single,tertiary,no,0
31,technician,married,secondary,no,3706
36,blue-collar,married,primary,no,1177
53,management,married,primary,no,2096
59,blue-collar,married,primary,no,748
29,management,single,tertiary,no,3357
30,admin.,single,secondary,no,3809
52,admin.,married,secondary,no,395
55,blue-collar,married,secondary,no,1011
56,blue-collar,married,primary,no,420
32,admin.,married,secondary,no,76
24,blue-collar,married,secondary,no,0
51,blue-collar,married,primary,no,844
36,management,married,tertiary,no,1318
36,technician,married,tertiary,no,167
42,management,married,tertiary,no,2187
49,admin.,married,secondary,no,14440
48,management,married,secondary,no,2294
36,management,married,secondary,no,80
48,management,married,primary,no,2537
30,technician,married,tertiary,no,569
27,management,single,tertiary,yes,0
38,entrepreneur,married,tertiary,no,0
36,technician,single,secondary,yes,12
45,technician,married,secondary,no,49
44,housemaid,married,tertiary,no,460
42,technician,married,secondary,no,613
37,entrepreneur,married,tertiary,no,7944
48,blue-collar,married,secondary,no,1143
57,retired,married,primary,no,-464
44,services,married,secondary,no,1989
48,technician,married,secondary,no,17
56,retired,married,primary,no,-1
37,management,married,tertiary,no,1698
47,blue-collar,married,secondary,no,5306
54,housemaid,married,unknown,no,0
51,retired,divorced,secondary,no,1679
47,admin.,married,secondary,no,3676
25,management,married,tertiary,no,-242
39,services,single,secondary,no,471
40,management,married,tertiary,no,8902
38,management,single,tertiary,no,1704
34,management,married,tertiary,no,3050
53,housemaid,married,primary,no,2581
32,services,married,secondary,no,162
35,blue-collar,married,secondary,no,243
24,student,single,secondary,no,1847
58,blue-collar,married,primary,no,0
49,management,married,primary,no,3371
45,services,single,secondary,no,1757
55,management,married,tertiary,no,171
42,entrepreneur,married,tertiary,no,157
28,admin.,married,secondary,no,934
48,blue-collar,married,secondary,no,-19
51,management,single,tertiary,yes,-55
38,housemaid,married,primary,no,21
27,blue-collar,single,secondary,no,14
50,technician,single,secondary,no,246
44,blue-collar,married,primary,no,887
40,management,married,tertiary,no,51
29,services,single,secondary,no,-287
34,services,married,secondary,no,0
44,self-employed,single,tertiary,no,2734
50,entrepreneur,married,tertiary,no,52
34,management,married,tertiary,no,2594
54,retired,divorced,primary,no,22
34,technician,married,tertiary,no,1611
34,admin.,single,tertiary,no,18
52,blue-collar,married,primary,no,1331
60,unknown,married,unknown,no,7337
39,management,single,secondary,no,835
58,retired,married,primary,no,5092
41,technician,divorced,secondary,no,52
48,technician,married,secondary,no,10655
58,management,married,tertiary,no,1831
40,self-employed,married,primary,no,92
48,management,married,tertiary,no,586
52,blue-collar,divorced,primary,no,1758
50,self-employed,married,secondary,no,2061
25,technician,single,secondary,no,959
54,retired,married,primary,no,208
34,services,married,secondary,no,-315
48,management,married,tertiary,yes,-13
37,admin.,married,tertiary,no,801
66,retired,married,tertiary,no,1948
32,management,single,tertiary,no,751
45,blue-collar,married,secondary,no,784
43,blue-collar,single,secondary,no,24
41,management,married,tertiary,no,72
40,technician,divorced,tertiary,no,1871
44,services,single,secondary,no,1378
43,blue-collar,married,primary,no,188
30,unknown,single,tertiary,no,6836
32,services,married,secondary,no,61
57,admin.,married,secondary,no,-967
31,blue-collar,single,tertiary,no,462
49,unknown,married,secondary,no,0
31,admin.,single,secondary,no,5527
41,admin.,married,tertiary,no,1287
44,management,married,tertiary,no,17361
54,entrepreneur,married,unknown,no,1956
37,blue-collar,divorced,secondary,no,0
34,management,married,secondary,no,-294
43,technician,married,secondary,no,275
44,management,married,tertiary,no,724
44,services,married,secondary,no,27
53,admin.,divorced,secondary,no,26
36,technician,married,secondary,no,191
58,technician,divorced,secondary,no,-123
26,student,single,secondary,no,-147
34,technician,single,secondary,no,179
55,blue-collar,married,primary,no,1086
55,blue-collar,married,secondary,no,471
34,entrepreneur,married,tertiary,no,105
41,entrepreneur,divorced,secondary,no,1588
38,housemaid,divorced,secondary,no,70
28,blue-collar,single,secondary,no,2700
41,technician,married,secondary,no,1602
30,admin.,married,tertiary,no,0
39,technician,married,unknown,no,839
41,admin.,married,secondary,no,21515
36,technician,married,secondary,no,5902
37,management,married,tertiary,no,547
59,self-employed,married,tertiary,no,3800
26,technician,single,secondary,no,261
43,technician,married,secondary,no,0
42,management,married,secondary,yes,-34
46,blue-collar,married,unknown,no,9328
31,admin.,married,secondary,no,5
43,unemployed,married,secondary,no,3529
48,blue-collar,single,tertiary,no,2330
41,blue-collar,married,secondary,no,1334
32,self-employed,married,tertiary,no,3601
45,technician,married,tertiary,no,265
52,admin.,single,unknown,no,2227
37,self-employed,married,secondary,no,487
38,blue-collar,divorced,secondary,no,0
36,services,single,secondary,no,174
58,retired,married,secondary,no,14412
37,management,married,tertiary,no,3288
30,technician,single,secondary,no,57
47,technician,married,secondary,no,2246
40,technician,married,secondary,no,4441
42,management,divorced,tertiary,no,0
71,unknown,married,tertiary,no,353
54,blue-collar,married,secondary,no,448
53,entrepreneur,married,primary,no,27
33,blue-collar,divorced,secondary,no,474
30,technician,single,tertiary,no,1185
39,services,divorced,secondary,no,282
32,blue-collar,married,secondary,no,2
34,technician,single,secondary,no,60
39,self-employed,single,tertiary,no,3972
75,retired,married,secondary,no,26452
33,admin.,divorced,secondary,no,818
40,services,married,secondary,no,9374
37,technician,married,unknown,no,47
69,retired,married,primary,no,279
52,unemployed,married,primary,no,20
31,admin.,divorced,secondary,no,360
28,technician,single,secondary,no,1532
29,management,single,tertiary,no,1673
46,services,married,secondary,no,2420
28,blue-collar,married,secondary,no,100
41,admin.,married,secondary,no,0
42,technician,divorced,secondary,no,1533
34,admin.,single,secondary,no,296
28,blue-collar,married,secondary,no,2788
43,management,single,secondary,no,109
32,technician,married,secondary,no,485
33,technician,single,tertiary,no,125
70,retired,married,secondary,no,616
36,services,married,secondary,no,3064
53,technician,married,secondary,no,206
30,blue-collar,single,secondary,no,6900
45,services,divorced,secondary,no,-179
31,services,single,secondary,no,481
28,admin.,married,secondary,no,12
45,blue-collar,married,primary,no,0
51,management,married,tertiary,no,176
53,management,married,primary,no,4086
40,technician,married,secondary,no,257
53,blue-collar,married,primary,no,53
31,blue-collar,divorced,secondary,no,6
30,management,married,tertiary,no,562
53,entrepreneur,married,secondary,no,-118
40,blue-collar,married,primary,no,2805
26,management,single,secondary,no,565
47,blue-collar,married,secondary,no,0
51,management,married,tertiary,no,1612
45,unemployed,married,primary,no,180
35,management,married,tertiary,no,0
36,management,single,tertiary,no,876
57,admin.,married,secondary,no,2137
42,blue-collar,married,primary,no,260
32,blue-collar,married,secondary,yes,-53
30,management,married,tertiary,no,944
36,technician,married,secondary,no,2394
43,technician,married,secondary,no,297
69,retired,single,tertiary,no,2144
31,technician,single,tertiary,no,969
35,technician,married,secondary,no,0
26,entrepreneur,married,tertiary,no,37
46,technician,married,secondary,no,410
30,technician,married,secondary,no,1211
33,management,single,tertiary,no,71
34,management,married,tertiary,no,436
48,blue-collar,married,primary,no,559
31,management,married,tertiary,no,1170
46,management,divorced,tertiary,no,25
40,services,married,secondary,no,1325
39,entrepreneur,married,secondary,no,0
33,technician,single,secondary,no,647
50,blue-collar,married,primary,no,2142
84,retired,divorced,primary,no,639
40,blue-collar,married,primary,no,177
55,management,married,tertiary,no,236
40,services,divorced,secondary,no,1959
46,admin.,married,primary,no,96
43,self-employed,single,tertiary,no,0
34,blue-collar,married,secondary,no,250
35,technician,single,secondary,no,126
57,retired,married,unknown,no,1621
25,student,single,secondary,no,8
32,self-employed,married,tertiary,no,189
52,retired,single,secondary,no,316
31,self-employed,single,tertiary,yes,-282
34,management,married,tertiary,no,-308
42,technician,divorced,secondary,no,248
47,blue-collar,divorced,primary,no,126
50,self-employed,divorced,tertiary,no,13
30,technician,married,secondary,no,-393
33,services,single,secondary,no,358
56,technician,single,tertiary,no,917
34,admin.,divorced,secondary,no,1268
33,technician,married,secondary,no,-163
32,management,single,tertiary,no,473
34,management,married,tertiary,no,4831
37,technician,married,secondary,no,1063
30,management,married,secondary,no,0
29,blue-collar,married,secondary,no,424
56,unemployed,divorced,primary,no,802
31,management,married,tertiary,no,430
59,unknown,married,unknown,no,3940
36,housemaid,married,secondary,no,2880
51,blue-collar,divorced,secondary,no,1069
54,self-employed,divorced,primary,no,4382
37,management,married,tertiary,no,0
32,technician,married,tertiary,no,3939
42,self-employed,married,tertiary,no,753
29,blue-collar,married,secondary,no,358
52,blue-collar,married,primary,no,1141
40,technician,married,secondary,no,1259
30,services,married,secondary,no,227
55,entrepreneur,divorced,secondary,no,538
49,management,married,tertiary,no,92
33,technician,married,tertiary,no,8023
32,services,single,secondary,no,2478
21,student,single,secondary,no,6844
42,technician,married,secondary,no,440
56,self-employed,married,secondary,no,800
39,unknown,single,secondary,no,914
30,entrepreneur,single,secondary,no,638
55,retired,married,secondary,no,159
43,blue-collar,married,primary,no,483
53,unemployed,married,secondary,no,94
57,retired,married,secondary,no,1044
39,self-employed,single,unknown,no,0
56,technician,divorced,tertiary,no,401
29,services,single,unknown,no,33
38,blue-collar,married,primary,no,506
59,management,married,tertiary,no,1881
42,technician,single,unknown,no,344
46,blue-collar,married,primary,no,0
31,admin.,married,secondary,no,3
35,services,divorced,secondary,no,221
50,self-employed,married,secondary,no,36
42,blue-collar,married,primary,no,969
36,services,single,secondary,no,760
25,admin.,single,tertiary,no,220
42,management,single,tertiary,no,10907
27,student,single,tertiary,no,-148
32,blue-collar,married,primary,no,415
57,management,married,tertiary,no,1341
48,blue-collar,married,secondary,no,865
34,blue-collar,divorced,secondary,no,-566
33,services,married,secondary,no,210
26,technician,single,secondary,no,1275
50,blue-collar,married,secondary,no,579
60,technician,single,tertiary,no,2934
47,management,married,tertiary,no,6637
31,management,married,tertiary,no,271
52,technician,married,tertiary,no,0
36,services,married,secondary,no,472
43,blue-collar,married,primary,no,487
30,technician,single,tertiary,no,699
32,blue-collar,married,secondary,no,150
31,management,single,tertiary,no,1130
29,management,single,secondary,no,584
48,services,divorced,secondary,no,3186
32,services,single,secondary,no,133
30,housemaid,single,tertiary,no,868
48,blue-collar,married,secondary,no,480
51,blue-collar,married,unknown,no,1883
34,management,married,tertiary,no,606
35,blue-collar,married,secondary,no,603
49,management,single,primary,no,548
36,unemployed,married,secondary,no,-872
37,blue-collar,divorced,secondary,no,33
37,management,married,tertiary,no,1689
49,blue-collar,married,primary,no,902
44,services,divorced,secondary,no,0
40,student,married,secondary,no,260
57,technician,married,secondary,no,589
39,technician,married,secondary,no,626
38,services,married,secondary,no,0
51,blue-collar,divorced,secondary,no,78
27,blue-collar,single,secondary,no,3792
38,blue-collar,single,tertiary,no,14058
30,technician,single,secondary,no,-522
36,student,single,unknown,no,386
37,unemployed,married,secondary,no,1978
53,admin.,married,secondary,no,459
38,unemployed,married,tertiary,no,2812
48,management,married,tertiary,no,5057
26,housemaid,married,secondary,no,-759
